Loss
0.05978489
0.25842357
0.007853985
0.016115189
0.051716805
0.0037407875
0.040528536
-0.007217407
-0.0024986267
0.11451435
-0.025997639
-0.007982492
0.054048777
0.023257256
-0.10222876
-0.040311813
0.010843754
-0.06569207
-0.022033691
-0.07411003
-0.08851862
-0.19480467
0.055489898
0.06579399
-0.03502083
0.03490877
0.009533882
0.078401566
0.05848056
-0.18320751
-0.338758
0.05189526
-0.5478804
-0.041989088
-0.26296806
0.09508443
0.16291952
0.23274088
-0.49407244
-0.1692245
-0.025360584
0.026361942
0.453794
0.062894166
-0.21573353
0.13642812
0.35652685
0.0028557777
-0.049821377
0.12704897
-0.049971163
0.026384652
-0.011631608
-0.1983909
-0.42368913
-0.20692801
-0.30934727
0.29384553
-0.2684002
0.09783268
-0.80612326
0.35961795
0.0748868
-0.06248164
-1.7339616
0.31358147
0.2668724
-0.21648026
-0.21081102
-0.7714138
-0.20230693
0.37568998
0.27608594
-0.30031455
-1.2471058
-1.018074
-0.01875639
-0.37954777
-1.1050098
-0.3811965
-0.22501707
0.0797739
-0.15417576
-0.06859201
-1.4773211
-0.4951682
0.37427998
0.048172474
0.31409287
-0.19512296
0.3633623
0.25787687
-0.5397315
-0.4567771
0.17865562
-0.015511274
-0.48330092
-0.70286417
-0.25358915
-1.0272288
0.12930703
-0.5014248
-0.5945759
-0.6611564
0.06949806
-0.18619812
0.074832916
0.71335363
-0.76798964
0.021092415
0.6433674
0.1164453
-0.8403506
-0.31033766
0.60296583
-1.4557269
0.62369996
0.26094723
0.79608965
-1.6966321
1.0785456
-0.11605406
0.20933867
-0.48667526
0.20354986
-0.6213311
0.1041168
0.10387421
0.67325306
0.5644429
0.57868767
0.4534371
0.7522488
0.9505389
0.50705916
-2.2170112
0.4245131
-1.0911095
-0.7693367
0.23732543
0.21494675
0.7040458
-0.91787386
0.48581648
-0.25448704
-2.5685868
-0.84331006
0.6451483
-0.13641655
-1.2487795
0.2939453
0.9138384
-0.57853127
-0.9601574
-0.36005163
-0.63062537
0.79284763
-0.40526628
-2.4684997
-0.24702448
-1.8336401
-0.20606565
-1.1020434
-0.39030123
0.6643195
0.572278
0.5260873
0.42346668
-0.47095013
1.0265799
1.1683483
0.80956364
-1.9593861
-0.36983633
0.7419325
0.099824786
0.27892005
0.8170471
0.15618896
-0.4198475
0.2794366
1.0418718
-1.5491505
0.20802629
-1.9466128
0.07881594
0.1401105
0.27968717
0.33749747
-0.6033285
0.20580101
0.10315919
0.14924288
1.3046467
0.40645075
0.462142
0.4334283
-1.5996695
0.50759363
0.6748214
-0.1586616
0.6759157
0.5542791
-1.0189669
-0.0076494217
-0.0404768
-0.12079859
0.07101011
0.142627
-0.24549869
-0.588007
-1.5091553
0.20344311
-1.1035535
-1.0329094
-1.1458716
-0.05796027
1.0037699
0.2962485
-1.8128309
-0.08018494
-1.0208969
-1.1280069
-0.61465216
0.40322286
0.20779562
-0.78366816
0.4148538
-0.6546936
-0.31596184
0.36696672
-1.3274274
-1.1670235
0.9641533
-0.07686108
-0.13081145
-2.2665148
0.20958924
-1.4884806
-1.9828899
-2.6579444
0.06571579
-1.6070538
-1.6030788
-0.30769753
0.41895294
-2.3054357
-0.68633413
-0.8496642
-0.8837589
-1.150773
0.2793336
0.8105159
-0.9362576
-2.755992
-0.33506465
-1.4259663
-1.7228532
-0.9792795
1.0990663
0.37911612
-0.2057488
-0.99774015
-1.339047
1.387732
-4.1575623
-2.6795442
1.93965
-2.2666302
-0.36447477
0.067893505
0.32721424
-0.30078936
-0.025357097
-0.27155972
-3.1467957
-0.3003297
0.67804146
0.08917427
-0.30296803
-4.082673
-1.4136629
0.07241601
-5.6873217
-1.8721724
-0.81984615
-0.57611156
-2.635953
-0.42352104
-4.60911
0.49373102
-0.027154684
-2.046658
-0.8056884
-0.29908043
0.36752796
0.20288038
-2.1558795
-1.8795385
0.81469035
1.0146585
-1.1713724
0.95402175
-2.100039
-0.48747253
-1.000935
-1.698166
-2.370071
-5.2631755
-2.8131218
-0.4936552
-0.34622335
-2.2617846
-0.5146427
-4.5756006
-0.8306241
-1.1329796
1.187778
-1.4251539
-3.8866625
-3.42191
-1.092999
-3.7267914
1.3899779
-3.064184
-0.17881441
-0.6920543
1.6206312
-0.7920146
-1.1017468
-2.3147702
0.7226896
-1.7297791
-1.8165569
-2.186773
1.8730431
-2.1676316
-7.3146477
-2.7237182
-2.5302014
4.158151
-6.1901417
-0.84373045
-1.2921362
-2.7958746
-0.25704885
-4.666692
-0.49789238
-1.2590902
1.7230433
-4.001637
-2.4345853
-0.36671972
-1.1817456
-0.14473343
-1.1113071
-1.5974727
-4.7844634
-1.2215762
-1.0841136
-2.1952057
-2.5964704
-2.5122004
-2.819923
-4.2367053
-0.72234005
-1.75775
-4.040517
-2.112342
-0.7034087
-6.3387194
-2.8150413
-3.0851278
-3.868046
-0.6909281
-5.1329145
-1.9227147
-6.71045
-4.371053
-4.4221697
0.1391859
-11.71024
1.7961049
2.819334
4.1438136
-0.4309256
-0.47887474
1.6373904
0.017583132
-3.546444
0.37804317
-1.5257608
1.4673576
0.3804536
0.6836443
3.7262473
-4.8531055
0.47553396
-0.515755
-4.7376976
-1.8505006
-2.9759765
-3.8695476
-6.048689
-1.0608616
-1.0580201
-5.06064
-4.801465
-4.3606296
2.3681111
-3.1438022
2.7749841
1.2547938
-1.6452327
-1.136178
3.794838
-5.855413
-6.2459164
1.30696
-2.5275555
-6.5401077
-1.5990756
2.277834
-2.3183727
-3.5765643
0.78535795
-5.425367
-8.3737755
4.5616803
-5.8983793
-4.3006334
-6.4002104
-3.9174051
-3.7918105
-6.426132
-0.49733615
-1.2833767
-1.6816025
0.50591326
4.0229235
-4.416294
2.545609
-5.851939
3.8137453
-3.8138542
-6.8154373
-1.5511317
-7.574341
3.3385487
-1.3870561
-4.9657364
-3.9752297
0.5435858
-3.7097688
5.0774975
1.5892334
-7.2169504
1.3263166
-7.639079
1.55349
-2.2218292
-5.052414
1.5343218
-2.0529318
0.9808235
-1.2164073
-2.7386277
-1.4941082
-6.152055
-0.6630816
-6.1361885
0.693305
1.5081426
-2.0751667
-7.2251344
-8.973466
-1.2161417
0.3575077
-9.738007
-0.5122556
-2.2692666
11.316498
2.012764
